,arrivals_exponential_rate,services_exponential_rate,number_of_stations,queue_size_avg,wait_time_avg,response_time_avg,end_to_end_delay_avg,drop_probabilities,queue_capacity
7304,910,240;240;240,3,9.643527635023965;4.445172642898024;3.4800541898174306,0.040379741227554014;0.020182610330144752;0.016420595444324584,0.04456805232391512;0.024340582575593593;0.02053101245672185,0.09095234670185005;0.0;0.0,0.73713;0.07748515755822805;0.03808541365793274,10.0
7305,910,250;250;250,3,9.61628505107674;4.527349253222542;3.6500281024326022,0.038676957741850565;0.01983182299431265;0.01669851318403829,0.04269957451783446;0.023832726701426898;0.0207099995885027,0.08886311264575873;0.0;0.0,0.72549;0.08166909620991254;0.042083531840559,10.0
7306,910,260;260;260,3,9.604095000719738;4.724485534935663;3.556328381459799,0.037093121323679853;0.020081931795608073;0.01581330850525365,0.04095528416392464;0.023990462106820643;0.01967786869626573,0.08633746727902598;0.0;0.0,0.71529;0.09111033028812368;0.044032937719874744,10.0
7307,910,270;270;270,3,9.567759779424216;4.5714271098231425;3.5358468055400323,0.0355768202667227;0.018734915998795766;0.01509775279941822,0.03929594280754561;0.02248023709930875;0.018813733253016766,0.08227437973044541;0.0;0.0,0.70337;0.09254013220018886;0.04002675883599063,10.0
7308,910,280;280;280,3,9.554394191789447;4.605838013777162;3.719201157793467,0.03400923694441769;0.017850002648801076;0.015083194777250753,0.037569311082574934;0.021408886048223566;0.01867155760397816,0.07907209956152966;0.0;0.0,0.69016;0.08126432699447907;0.04418588301462317,10.0
7309,910,290;290;290,3,9.526302386949325;4.633193151030407;3.6227634603265897,0.03263006979300482;0.01738860480992325;0.01426913221158955,0.0360557074999858;0.020826234628918742;0.017701895857930184,0.07607843379000305;0.0;0.0,0.67907;0.08715167383579578;0.04722715476027865,10.0
7310,910,300;300;300,3,9.51303098878264;4.515001935298774;3.4531254321223845,0.03184045226947172;0.016492970034872975;0.013142741545606833,0.03518779271283923;0.01983608486618575;0.016461135299042483,0.07287408451391222;0.0;0.0,0.67205;0.0834858467545144;0.040110511949936756,10.0
7311,910,310;310;310,3,9.47147503870907;4.6118741835640416;3.5982388341617444,0.030299506061432568;0.01607182883075257;0.013155391492935488,0.03349880044434003;0.01929233873067945;0.01635868982452681,0.07055948844493096;0.0;0.0,0.65498;0.08178945232089531;0.046832564896103074,10.0
7312,910,320;320;320,3,9.457805397019898;4.587160134253894;3.669571872515156,0.02955576372054602;0.015651109536615092;0.013076717780654406,0.032681534431333197;0.018767438604560555;0.01621577381444241,0.0689783265937251;0.0;0.0,0.64822;0.08394233230016777;0.04246996367700475,10.0
7313,910,330;330;330,3,9.433386235586443;4.706315277190085;3.6063151879164925,0.028432252638963883;0.01555272492195422;0.012469248735187125,0.03144626519263845;0.018593844773582686;0.01549442780275766,0.06683262800701689;0.0;0.0,0.6366;0.08772605907126538;0.044092349479402444,10.0
7314,910,340;340;340,3,9.390115719365657;4.629812047539424;3.691249007780902,0.027497084212389725;0.01477553602053536;0.012341643960940266,0.030425581151495;0.01770228422300378;0.015280746570113905,0.0646250031516099;0.0;0.0,0.62332;0.08229545635605598;0.0454348140645348,10.0
7315,910,350;350;350,3,9.369279561113851;4.502975635395189;3.5556061508753873,0.026719428590099174;0.01399453844123646;0.011570983157940846,0.029571625582096656;0.016832341519489934;0.014408119294499167,0.06199121615190455;0.0;0.0,0.61541;0.08217824357007256;0.044864527831311646,10.0
7316,910,360;360;360,3,9.331079381226552;4.416922368785959;3.722187284352667,0.02596244630905496;0.013365278383590582;0.0118002250656676,0.02874500996865118;0.0161306689732235;0.014582912903249621,0.06062393534198681;0.0;0.0,0.60206;0.0803086668007239;0.045671959985787304,10.0
7317,910,370;370;370,3,9.311411303763746;4.538745358566137;3.7058470971375135,0.02514051382261412;0.01336888699790131;0.011426114142870935,0.02784017383205898;0.016056562082195365;0.014137669672516237,0.05913671351545091;0.0;0.0,0.59399;0.08319783197831979;0.04461046464755045,10.0
7318,910,380;380;380,3,9.272728980777497;4.687915757826931;3.5775184965732523,0.024253187253887577;0.013421397273307977;0.010713134977365348,0.026868981162706262;0.016052950652226474;0.013327988514311592,0.057365108088078265;0.0;0.0,0.58123;0.08629914489084221;0.04386813416642702,10.0
7319,910,390;390;390,3,9.24174048821554;4.482948139145673;3.5948897444178067,0.023801300863105227;0.012587412193187146;0.010570718616062135,0.02637673991846201;0.015150061984779297;0.013144991060134129,0.05578974246510352;0.0;0.0,0.57167;0.08259773013871374;0.045110867849596496,10.0
7320,910,400;400;400,3,9.207744891578312;4.713534636245403;3.5271702954840567,0.022848304681318942;0.012863715815223324;0.010065795047147564,0.02532968303681148;0.015374020732026527;0.012557926667160624,0.054432371681022024;0.0;0.0,0.5542;0.0906010904440306;0.043673509672325306,10.0
7321,910,410;410;410,3,9.174042139458832;4.638309043452946;3.6220438357876543,0.02235754860465935;0.01237775766070498;0.010079600453479748,0.024794809503276272;0.014827546193665771;0.012519745553771253,0.05314955924632466;0.0;0.0,0.54755;0.08661626210372729;0.04091217197637262,10.0
7322,910,420;420;420,3,9.129672684773753;4.711158909260231;3.6746239921783044,0.02158241467700395;0.012158966560050768;0.009963961963637661,0.023946437993345414;0.014538370690209617;0.012340632940644993,0.051840574881093025;0.0;0.0,0.53361;0.08389808698636013;0.048116322086679625,10.0
7323,910,430;430;430,3,9.0963840952822;4.63284682582822;3.667440860694925,0.021055880216930997;0.011738313020427875;0.009723253573662324,0.02337061135331389;0.014066549697658163;0.012055142880229349,0.05055389679606824;0.0;0.0,0.52671;0.08651915720957755;0.044175498680983014,10.0
7324,910,440;440;440,3,9.050341984294011;4.571658262536507;3.50541779682087,0.020575425982210484;0.01135009302016427;0.00906227504869471,0.02284850988596657;0.013620794178464516;0.011322094757776067,0.0487511291808218;0.0;0.0,0.51578;0.08415442771270992;0.039457654649641294,10.0
7325,910,450;450;450,3,9.040492763592528;4.63831145671873;3.617031576337098,0.02001523478646161;0.011233740063875435;0.009136240488119613,0.022229369965993014;0.0134617848001918;0.011348443678942874,0.04795509103824511;0.0;0.0,0.50473;0.085729865094111;0.04100751215201061,10.0
7326,910,460;460;460,3,8.98316871164123;4.581041600635245;3.521090696812349,0.019528691720178546;0.010895330601245309;0.008716357225723646,0.021702310576665336;0.013081077221595062;0.010879187221116705,0.04656920453290276;0.0;0.0,0.49539;0.08582755203171456;0.03903708523096942,10.0
7327,910,470;470;470,3,8.97226713393201;4.657922806664817;3.641573696932713,0.01916040610494112;0.010837053479303367;0.008852028595419083,0.021295561365800072;0.012981113590360752;0.010985879904602315,0.046142863367072705;0.0;0.0,0.48842;0.08199894421960233;0.04285410010649627,10.0
7328,910,480;480;480,3,8.907259152781963;4.466275106050968;3.620355177330207,0.018653100651815722;0.010153256530833148;0.008613561512954596,0.020746619110940435;0.01223250938714804;0.010706177562868352,0.04456994359779536;0.0;0.0,0.47529;0.07868852459016394;0.04436535198443902,10.0
7329,910,490;490;490,3,8.828683321199744;4.687540093832059;3.6764127071736903,0.017872917092666342;0.010430483745395945;0.008560898234091197,0.01989636763842047;0.012470566493857055;0.010609541679612545,0.04391137076867353;0.0;0.0,0.46015;0.09009392889564073;0.04437249271997882,10.0
7330,910,500;500;500,3,8.750746500764956;4.692664479735307;3.615601610150508,0.017479045869868166;0.010239677013663951;0.008250210686366449,0.019475005134764353;0.012252210302290603;0.010252935640219368,0.042841911433851035;0.0;0.0,0.44777;0.08454683764399043;0.043685574659201074,10.0
7331,910,510;510;510,3,8.726609438489554;4.667474866869844;3.4492347932874345,0.017057319594423224;0.010025450092904727;0.007715444624056195,0.019010615105536484;0.012002197419069126;0.00965707073598192,0.041517141675455234;0.0;0.0,0.4389;0.08993030178791066;0.03953529377191779,10.0
7332,910,520;520;520,3,8.689003673878513;4.615211872850752;3.6171122347443276,0.016663776516355956;0.00964941944000015;0.007906795430630468,0.0185804750573765;0.01157198326036684;0.00983097682890808,0.040789175145606614;0.0;0.0,0.42634;0.08262575189608579;0.04348735103491533,10.0
7333,910,530;530;530,3,8.63561670539783;4.542488404871126;3.592330814879336,0.01631137667189912;0.009335983465174556;0.007710357357839922,0.018198689458695433;0.01121449224827078;0.009592548456890903,0.03977350465200919;0.0;0.0,0.41664;0.08083734805493167;0.04231027535258563,10.0
7334,910,540;540;540,3,8.556131350765039;4.422699564276288;3.540316492340696,0.015951703516255307;0.008948223227373191;0.007467376442034142,0.017813660854549388;0.010790436974842233;0.009311806622851061,0.03867150605184195;0.0;0.0,0.41236;0.07841168260884365;0.04061916988381329,10.0
7335,910,550;550;550,3,8.464182327941632;4.5555690587738935;3.6040750582422882,0.015406244664444138;0.009013155793858708;0.007460009148911107,0.01722366390993235;0.010833318952439856;0.009271170117762817,0.03813349177897299;0.0;0.0,0.39372;0.0799280729828266;0.044092596245225844,10.0
7336,910,560;560;560,3,8.394023621244463;4.550150514135222;3.524862643382984,0.015025425946268885;0.008872518863521204;0.007181876430635512,0.01681223445674521;0.010660745028199277;0.00895931821989035,0.03720975926136577;0.0;0.0,0.38612;0.08186839146939506;0.043140316942024096,10.0
7337,910,570;570;570,3,8.41152296858656;4.623718118499646;3.573224190568576,0.014791363086984173;0.008846373983789369;0.0071333335438696025,0.016546527497905607;0.010605442489740128;0.008884504532409984,0.03676538355149627;0.0;0.0,0.37664;0.08081699451272342;0.04165066508396467,10.0
7338,910,580;580;580,3,8.264293554528697;4.5007755993319805;3.68595150355087,0.01431646550017495;0.008470266792596774;0.007251086987360599,0.01604308031725536;0.010188443427668167;0.008985650528104691,0.035968426178796344;0.0;0.0,0.36332;0.07941444413030503;0.043208928480008194,10.0
7339,910,590;590;590,3,8.259925381755162;4.4650214648886735;3.684332045168138,0.014138977042569069;0.008286829240858728;0.007179094285787074,0.015846178329557484;0.009980151710056649;0.008888491273183988,0.03543191962925706;0.0;0.0,0.35919;0.07761823006087092;0.04738614632165039,10.0
7340,910,600;600;600,3,8.178294546475694;4.541480659993689;3.5661474158821465,0.013723935254566413;0.008294021692613986;0.006799261825919666,0.015396420457505722;0.009964450953870248;0.008467765331827715,0.034548137665418956;0.0;0.0,0.34426;0.08106459238923205;0.042131474103585656,10.0
7341,910,610;610;610,3,8.051300036928751;4.5879147521185475;3.5905396375385057,0.013214794802880877;0.00822147190881826;0.006727993555756998,0.014850007007395279;0.009862214040243783;0.008364234669208106,0.03378354490261398;0.0;0.0,0.3291;0.08398926654740609;0.04357238191347375,10.0
7342,910,620;620;620,3,7.993519210837405;4.491890407024836;3.52660725039271,0.013026817889019118;0.007909984731273391;0.006485350888930419,0.014648107649109773;0.009517812615433016;0.008086964353701003,0.03290380157450542;0.0;0.0,0.32372;0.07444873330671281;0.042329817833173536,10.0
7343,910,630;630;630,3,7.96647836262001;4.417921688947128;3.642750514659113,0.012738527850447634;0.007615532808211857;0.00657080928697278,0.014329746532608502;0.009192486200827516;0.00815376903095607,0.03231012859840121;0.0;0.0,0.31225;0.07234890349601536;0.04421448730009407,10.0
7344,910,640;640;640,3,7.728911882890399;4.472466687751145;3.4400418138518845,0.012171307318368386;0.007635908713963439;0.006124227885458297,0.013734980584510665;0.009192480692683755;0.007674297252358957,0.031231265508077765;0.0;0.0,0.29577;0.0775151962733625;0.040924417619978753,10.0
7345,910,650;650;650,3,7.735124187481476;4.457625081640903;3.5560922682425877,0.01199130698518287;0.007480344337037407;0.0062223102794826705,0.013532050717262788;0.00900892712399169;0.007753300771080145,0.030919396288225823;0.0;0.0,0.29264;0.07608342170378225;0.04084849783437151,10.0
7346,910,660;660;660,3,7.627534037285363;4.522369510726913;3.5678685125253873,0.011700870887660194;0.00751503912202371;0.006174935728945772,0.013222329026477863;0.00903758698507034;0.007691731151146122,0.030547191106049917;0.0;0.0,0.28215;0.07675481372084599;0.03984003621821475,10.0
7347,910,670;670;670,3,7.5674331874127;4.4661660462819786;3.576696869495449,0.011419281065479424;0.007277601043559554;0.006088128337394332,0.012914119956115303;0.008765369180484933;0.007583883629171209,0.029861977841438653;0.0;0.0,0.27558;0.07390481975949524;0.042568736208027674,10.0
7348,910,680;680;680,3,7.457385639903816;4.478428596078131;3.6029274942725262,0.011076664693903084;0.007188884287346255;0.0060470345340189234,0.012546873935833045;0.008660534186100842;0.00751681578739597,0.029344108806260365;0.0;0.0,0.26138;0.0746096870726192;0.043461082576056895,10.0
7349,910,690;690;690,3,7.334782758717905;4.418467558455616;3.490375093811902,0.010783313349341773;0.007008215609638188;0.005752140318860656,0.012236440403502783;0.008451788926082502;0.0071873991491119525,0.02842708456305343;0.0;0.0,0.25399;0.07303928140501408;0.03748915244431588,10.0
7350,910,700;700;700,3,7.212131940222191;4.497029247686692;3.5745875207381514,0.010450131626828538;0.007041282164530123;0.005835568238596355,0.011878460876636915;0.008471697914940119;0.007264109330616964,0.02819180921646719;0.0;0.0,0.23983;0.07452043259742652;0.040791082548980576,10.0
7351,910,710;710;710,3,7.173337006765833;4.408878554221836;3.5239064285547794,0.010322882501415331;0.006818184026468222;0.005668522428010401,0.011740049027275956;0.008227001653709938;0.00707668299028993,0.02756510997725873;0.0;0.0,0.23761;0.06940472754938741;0.03851250387662466,10.0
7352,910,720;720;720,3,6.985786076819826;4.4915976774668644;3.5142437085833182,0.009880121436455405;0.006876800234317328;0.005606276531110088,0.011269260834142876;0.008273825498118016;0.006996189645724875,0.027093396281974536;0.0;0.0,0.22498;0.07616270066587519;0.040259268572067165,10.0
7353,910,730;730;730,3,6.929167208743774;4.368817669560355;3.5050723090842846,0.009709267497062394;0.006591083842903781;0.005510646196581612,0.011085268821300037;0.007964127593003183;0.006882299904935838,0.026451262141229486;0.0;0.0,0.21787;0.07116095290462003;0.04025995483835435,10.0
7354,910,740;740;740,3,6.783045876641232;4.347141035841506;3.5051083603283137,0.009391493714208986;0.006470957287155735;0.005435320083008598,0.010747594777004594;0.007825673133617024;0.006786777199507404,0.02586942864996898;0.0;0.0,0.20675;0.06980848998323184;0.040029822421038364,10.0
7355,910,750;750;750,3,6.670312365288025;4.403848591227448;3.6018216329563386,0.009059945168272078;0.006426851870369776;0.005495446749897298,0.010389175934694312;0.007760897672711598;0.006829785005796787,0.02545576162526095;0.0;0.0,0.19182;0.06923048368536323;0.043473058668687434,10.0
7356,910,760;760;760,3,6.477243864176344;4.339257933078802;3.5545137033603353,0.00872041179476503;0.006280282825561886;0.0053633255583923475,0.010030838044992985;0.007594040061252955;0.006682259222660621,0.024752593243872145;0.0;0.0,0.18184;0.06966396518635325;0.04075947703830234,10.0
7357,910,770;770;770,3,6.494044161118442;4.2284294278377725;3.5367385942310205,0.008703852837131598;0.006069412992757792;0.005289865079124179,0.010009023154370111;0.0073687846919930486;0.006590765929636839,0.024416339588870174;0.0;0.0,0.18168;0.066188421914527;0.04020889778929595,10.0
7358,910,780;780;780,3,6.162522903996248;4.2955999723653315;3.513088355723973,0.008122648581313235;0.0060657349223109565;0.00517337369308342,0.0093947872127977;0.007349090426859449;0.006457201162306735,0.023642243631241743;0.0;0.0,0.16377;0.06647291689091409;0.041025509615754206,10.0
7359,910,790;790;790,3,6.141648029839627;4.233967822744768;3.437050207832165,0.00804232870396572;0.005926960795428525;0.004992231929775524,0.009307998496826921;0.007194038913076755;0.006254978411882831,0.023163521371431732;0.0;0.0,0.16159;0.06448765358463557;0.036202037719488406,10.0
7360,910,800;800;800,3,6.053204044849676;4.314320374912866;3.4483865006084287,0.007847821167632961;0.006007170491359359;0.004993054842563007,0.009096714536267257;0.0072698849102300865;0.006249094572469185,0.023033607490218943;0.0;0.0,0.15467;0.06883333530518321;0.03822352118940212,10.0
7361,910,810;810;810,3,5.836174129718423;4.189890744107009;3.476825198998617,0.007494825823510056;0.005726700165079163;0.004939703421684454,0.008725060696278038;0.006962026485323521;0.006176976005093037,0.02223367817421583;0.0;0.0,0.14277;0.06039642078000863;0.03787455450831378,10.0
7362,910,820;820;820,3,5.790957148649069;4.033131073847466;3.2828982385504784,0.007424682152915433;0.00549056556601054;0.004629802354826641,0.008653471594883664;0.00671020109197573;0.005844918341930091,0.02156750441890836;0.0;0.0,0.14106;0.05823863636363636;0.03453434887976656,10.0
7363,910,830;830;830,3,5.708989880902121;4.0757473631615655;3.384416221743724,0.007210839991076826;0.0054652180080705425;0.0047165636968166105,0.008415789044236746;0.00667089406903382;0.005921331082352719,0.021358099758489686;0.0;0.0,0.13415;0.05793820386947733;0.037766851004868,10.0
7364,910,840;840;840,3,5.442530382959375;4.034282442893686;3.330905234282389,0.006833768928346337;0.005358248562455965;0.004589576590576523,0.008024324096675755;0.006549833785408853;0.005779157762591221,0.020662614143258984;0.0;0.0,0.12289;0.054538198403648805;0.03600246046966024,10.0
7365,910,850;850;850,3,5.3792112045112574;3.8926062131446564;3.3596008603114518,0.006698077458939899;0.005107684718007442;0.004564314313834258,0.007873733520623578;0.006277596403620627;0.005739257786413397,0.020182916105342324;0.0;0.0,0.11849;0.05095129505462714;0.03414348392650065,10.0
7366,910,860;860;860,3,5.16037868545279;3.9253700970272027;3.3604444576443906,0.0063893297105485705;0.005127845198748184;0.0045498164099466295,0.00754935219082567;0.006292872228575523;0.005720124667480994,0.01984879795284076;0.0;0.0,0.10953;0.05217879604672058;0.035120980164466666,10.0
7367,910,870;870;870,3,5.099887970417367;3.8342742729104944;3.337199416179817,0.006252991186766868;0.004941225754233968;0.004457503185357632,0.007402102832720807;0.006085286800586471;0.005609796822923451,0.01938472810181618;0.0;0.0,0.10343;0.04849073020547487;0.03517287467904752,10.0
7368,910,880;880;880,3,4.9841031265920215;3.879357326141074;3.2298732746062804,0.00607516091634123;0.004988339622888099;0.004290301697401685,0.007210603471786018;0.006130610131322087;0.005429089314890155,0.019023625958074233;0.0;0.0,0.09852;0.051954247423366656;0.03193568394322025,10.0
7369,910,890;890;890,3,4.871296432673366;3.7067127179649644;3.266795134078569,0.005923670421078357;0.004730056424567659;0.004304206062162416,0.007049976799120058;0.005857656968886211;0.005436144773838181,0.018574425953315273;0.0;0.0,0.09756;0.04706495118410408;0.031410994429520056,10.0
7370,910,900;900;900,3,4.748461158362988;3.6391337911542974;3.201759026573725,0.00572220762102609;0.004587699461220307;0.0041667806666909986,0.006834386712707794;0.005693703753543403;0.005277585908290159,0.018021351296548433;0.0;0.0,0.09064;0.04408692018386962;0.031235978324647085,10.0
7371,910,910;910;910,3,4.666515105615492;3.615719011739807;3.101513189255724,0.005599979754061477;0.004541986482740012;0.004014584703121553,0.006702958809104909;0.005642388973839394;0.005114484901889996,0.017680190321577294;0.0;0.0,0.08709;0.04459903593339176;0.02949304528306214,10.0
7372,910,920;920;920,3,4.4114701958495885;3.549120382813213;3.026594635640228,0.0052598098417962905;0.004411416396996991;0.003871068206546516,0.0063443105139711345;0.005500136732688395;0.0049512346672543365,0.01698507252507439;0.0;0.0,0.07605;0.040634302105320125;0.028162339640523983,10.0
7373,910,930;930;930,3,4.286744875179048;3.4715100758313966;3.060496276065332,0.0050970355379404775;0.004302331705951844;0.0039045723218281043,0.006171569622213979;0.005379467208898908;0.004982140197107535,0.01671785350562676;0.0;0.0,0.07302;0.04050059337576869;0.028539942425332854,10.0
7374,910,940;940;940,3,4.184790641907529;3.406204580399804;2.988477653908448,0.004945797186756642;0.0041847177541027665;0.0037673708290700456,0.0060122836113236724;0.005248921785904917;0.004832983003579663,0.016270677885860247;0.0;0.0,0.06972;0.037979037893039504;0.025455927051671733,10.0
7375,910,950;950;950,3,4.006559625616527;3.349991669287498;2.917489120575615,0.004717281863969987;0.004091834747878987;0.0036565551993895597,0.005766208743981057;0.005147508527336644;0.004706608792789507,0.015772130904833034;0.0;0.0,0.06348;0.036038825828359086;0.025370306770215924,10.0
7376,910,960;960;960,3,3.9908339293657464;3.2490605794523137;2.8647170807383278,0.004690828914483984;0.003958245250954874;0.0035794969753285993,0.005737691860795417;0.005001894191315428;0.004621133342625154,0.015513916229828475;0.0;0.0,0.06262;0.035163709686023066;0.024979266876762315,10.0
7377,910,970;970;970,3,3.8090875420537027;3.215959766957819;2.8751243791131595,0.0044348191496533275;0.0038725396585004928;0.0035459875757233557,0.005462303780074994;0.0049008404585701194;0.0045777923877586505,0.015071509443680976;0.0;0.0,0.05606;0.03311756417455054;0.023645687237026647,10.0
7378,910,980;980;980,3,3.745081643908313;3.2186082852996436;2.8257092220269193,0.0043502530144853314;0.0038825602776652508;0.0034890211546376153,0.0053716130282141245;0.004908088444335154;0.004515245576460402,0.014940907001249289;0.0;0.0,0.05431;0.03696144165485734;0.023006050756069974,10.0
7379,910,990;990;990,3,3.675609848290353;3.1153137662665245;2.7072549508206074,0.00424142910578998;0.003705548949846962;0.0032893790995015787,0.005252839035459324;0.0047135129662113934;0.00429353399836339,0.014369104506816974;0.0;0.0,0.05109;0.029877329061630552;0.02092454777554457,10.0
7380,920,100;100;100,3,9.878367886310745;4.779661050315391;3.3745356522536807,0.09840299488575928;0.052443213286390664;0.03858171056359467,0.10836767725044101;0.0626417282995757;0.04850738814143293,0.22394707685104584;0.0;0.0,0.89141;0.09126106194690266;0.039983762938908055,10.0
7381,920,110;110;110,3,9.865753110962842;4.688961939024241;3.632101827407257,0.08936410527349187;0.04625893295575841;0.03738339901427325,0.09842521679434882;0.05535932178746692;0.04644941254458474,0.20375414373942718;0.0;0.0,0.88038;0.08116475608735671;0.04074377905386929,10.0
7382,920,120;120;120,3,9.8450800617189;4.829903742240113;3.3008172482685394,0.08141398276246714;0.04404259871340023;0.031145922962112882,0.08968467294802818;0.052472614775668634;0.039205504347808534,0.1847137664125513;0.0;0.0,0.86842;0.09264470981973073;0.033369665464911547,10.0
7383,920,130;130;130,3,9.831266760926145;4.831273403796146;3.5816018602803394,0.07493570881860834;0.040551390664598425;0.03136161571144245,0.08255971508172523;0.04834698964168031;0.03902361308940451,0.17318612840932363;0.0;0.0,0.85736;0.09127902897635586;0.04156687012284633,10.0
7384,920,140;140;140,3,9.82123452686901;4.641250788647023;3.295405306349724,0.07032257082378872;0.03648845000520878;0.026891133147095615,0.07748411850046567;0.04369191538999658;0.033958783249449155,0.15812002463324315;0.0;0.0,0.84865;0.08866701930706163;0.0361524500907441,10.0
7385,920,150;150;150,3,9.804786411872517;4.453753432844836;3.906040002090751,0.065369221795224;0.032149310078651336;0.02964577070876142,0.07203835545072702;0.03878426269301931;0.036440392271770296,0.1498438974285185;0.0;0.0,0.83695;0.07591751564993249;0.04837530732939066,10.0
7386,920,160;160;160,3,9.78509478292012;4.580315752093328;3.675817285255589,0.060601712702360866;0.03095910894382775;0.025888647872370774,0.0667959806883931;0.03712698284074842;0.032124992736960734,0.1384576875588201;0.0;0.0,0.8248;0.08321434690730481;0.04019442886520845,10.0
7387,920,170;170;170,3,9.777459832933193;4.538843459369086;3.452064968308725,0.05828449683842343;0.029544344980505278;0.023469843476138418,0.06424814442721759;0.03547974926821946;0.02938565238537168,0.13175229809590747;0.0;0.0,0.81756;0.08380409148247683;0.04245508982035928,10.0
7388,920,180;180;180,3,9.758378530407045;4.448607775370494;3.626304352210067,0.05447607049807342;0.02701145525526827;0.02298167308727961,0.06006002797462916;0.032522187007556096;0.028549520908297748,0.12329948267018165;0.0;0.0,0.80519;0.08022598870056497;0.04151069892172747,10.0
7389,920,190;190;190,3,9.74054762795506;4.474774147940869;3.571018529708764,0.05134574044682067;0.025802001913991127;0.02140860740423497,0.05661854873984946;0.03106116238947644;0.026686249484140428,0.11647527938566257;0.0;0.0,0.79368;0.08549536879879734;0.037663784414619914,10.0
7390,920,200;200;200,3,9.717222233788169;4.707374949188313;3.5970840658018686,0.04790012875854188;0.025674729575715535;0.020569014977333867,0.05283032299090639;0.03069430836477479;0.025577287825250847,0.1113472347607342;0.0;0.0,0.77821;0.09585889570552147;0.046067079257336795,10.0
7391,920,210;210;210,3,9.705716504583304;4.3412861284630395;3.5358223911156,0.046662833125421736;0.022562691916780002;0.019201608082370418,0.051471549645004416;0.027275724238421433;0.02391656743988842,0.10450773337509825;0.0;0.0,0.77376;0.0746031044089683;0.04277589255842852,10.0
7392,920,220;220;220,3,9.68668267753587;4.656640917424344;3.5267991302132553,0.04417102926019212;0.023197823869763427;0.018370361205861253,0.04873255552215881;0.02777998954540868;0.02291965988881476,0.10129031238411282;0.0;0.0,0.76107;0.08437316807637552;0.04331915282923929,10.0
7393,920,230;230;230,3,9.662621171512665;4.670120059031114;3.5570337564121006,0.04185166117319291;0.022157983080669387;0.017705606754379242,0.046183924555889114;0.026537516561665055;0.022081337795845285,0.09672734497311028;0.0;0.0,0.74773;0.086809961928934;0.04668635455571962,10.0
7394,920,240;240;240,3,9.643994847601716;4.79383160828297;3.540620491159901,0.04008437393381239;0.02200791824363122;0.016992566907919383,0.04424152458522889;0.026235604676052716;0.02119110114071552,0.09353605390579783;0.0;0.0,0.73915;0.09438521132162307;0.043244387971198645,10.0
7395,920,250;250;250,3,9.629572637234002;4.693196898408715;3.556021056818102,0.03837677597029362;0.020586267931511422;0.01626359422648815,0.04236305082957787;0.02461406021751878;0.020273858676262864,0.08888531020707928;0.0;0.0,0.72846;0.0911468887005858;0.040708754003973564,10.0
7396,920,260;260;260,3,9.608402181060562;4.664190972447466;3.6285548839925332,0.03695572389243071;0.019643618177211355;0.01590596783521835,0.04080197657365431;0.02350330222560113;0.0197578436633673,0.08556510588622591;0.0;0.0,0.71811;0.08641493363617006;0.0391250291397933,10.0
7397,920,270;270;270,3,9.584556325845885;4.669197914743488;3.7506781368544795,0.03532531682676355;0.01884795973326569;0.015857403537173152,0.03901179007384885;0.022558723239577045;0.019595644839993504,0.08277098062224127;0.0;0.0,0.70516;0.08675737115325892;0.04507282996432818,10.0
7398,920,280;280;280,3,9.560895309259454;4.5058838242325265;3.5371015221050177,0.03419296797661102;0.017549922341767853;0.014399883278634978,0.03777010801455189;0.02110742061532696;0.017966700907916154,0.07828047371543449;0.0;0.0,0.69541;0.08161455596426695;0.04313458993526235,10.0
7399,920,290;290;290,3,9.535301941324825;4.595476131976804;3.690055730327766,0.032777292319065704;0.017215094383964;0.014508607639619465,0.03621535712302214;0.020674622448787865;0.017977238775085738,0.07633554655229455;0.0;0.0,0.68668;0.0821493566616647;0.047176703893121806,10.0
7400,920,300;300;300,3,9.515154056473762;4.461979024677727;3.5956159425825214,0.03166669677777704;0.016199837341068904;0.013667823357177106,0.03499531145242953;0.0195228012228448;0.016999085811460528,0.0729772738944785;0.0;0.0,0.67381;0.08310843964671247;0.04469722315155571,10.0
7401,920,310;310;310,3,9.49404531548617;4.641706516656795;3.532394711154443,0.03036767051269377;0.01628025005993363;0.012906883899403131,0.0335664452206057;0.01950551574348809;0.016107048867087696,0.07053740568572665;0.0;0.0,0.6606;0.08780099619794277;0.0398177175915452,10.0
7402,920,320;320;320,3,9.474879622986071;4.5303969991454345;3.5332811670352346,0.02955405904454494;0.015448085954517122;0.012600773614121008,0.03267358385339372;0.018561875757770775;0.015703304070253696,0.06830243087632115;0.0;0.0,0.65186;0.0851076056661782;0.04403266331658291,10.0
7403,920,330;330;330,3,9.448295348176512;4.6083405011272;3.522426855175379,0.02883052335254565;0.015364780824633146;0.012269232124625133,0.03188233073096113;0.018432093569760576;0.015290118025054672,0.06689500331382411;0.0;0.0,0.64359;0.08453550378894191;0.04271171889372662,10.0
7404,920,340;340;340,3,9.408251142925192;4.596414645225367;3.636876447064239,0.02764276278777065;0.014746451542847415;0.012179117891105361,0.03058083854617922;0.01769100412563879;0.015131216623052215,0.06460080468231726;0.0;0.0,0.62923;0.0840123023795392;0.04188759278897137,10.0
7405,920,350;350;350,3,9.371455263234125;4.5970922400194105;3.4841636332602777,0.026818713116090014;0.014460337008369996;0.011404054214646964,0.02968069845919037;0.017332083586087142;0.014259291795532168,0.06250546689963896;0.0;0.0,0.61873;0.09003856546947556;0.039039298791915346,10.0
